la_sample_id	fastq_path	fastq_files_fwd	fastq_files_rev	note	fastq_prefix	gvcf_prefix	gvcf_path	gvcf	genotyped_vcf_path	genotyped_vcf_name	zarr_name
ore_IJ98_10_1	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	ore_IJ98_10_1_1.fq.gz	ore_IJ98_10_1_2.fq.gz		ore_IJ98_10_1	ore_IJ98_10_1	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_10_1.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_10_1.vcf.gz	ore_IJ98_10_1
ore_IJ98_12_1	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	ore_IJ98_12_1_1.fq.gz	ore_IJ98_12_1_2.fq.gz		ore_IJ98_12_1	ore_IJ98_12_1	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_12_1.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_12_1.vcf.gz	ore_IJ98_12_1
ore_IJ98_12_3	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	IJ98_12_3_1.fq.gz,IJ98_12_3_FKDN230534277-1A_22FVJJLT3_L2_1.fq.gz	IJ98_12_3_2.fq.gz,IJ98_12_3_FKDN230534277-1A_22FVJJLT3_L2_2.fq.gz		IJ98_12_3	ore_IJ98_12_3	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_12_3.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_12_3.vcf.gz	ore_IJ98_12_3
ore_IJ98_12_4	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	ore_IJ98_12_4_1.fq.gz	ore_IJ98_12_4_2.fq.gz		ore_IJ98_12_4	ore_IJ98_12_4	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_12_4.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_12_4.vcf.gz	ore_IJ98_12_4
ore_IJ98_12_5	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	ore_IJ98_12_5_1.fq.gz	ore_IJ98_12_5_2.fq.gz		ore_IJ98_12_5	ore_IJ98_12_5	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_12_5.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_12_5.vcf.gz	ore_IJ98_12_5
ore_IJ98_12_6	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	ore_IJ98_12_6_1.fq.gz	ore_IJ98_12_6_2.fq.gz		ore_IJ98_12_6	ore_IJ98_12_6	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_12_6.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_12_6.vcf.gz	ore_IJ98_12_6
ore_IJ98_2_1	/QRISdata/Q6151/1_RawData/	ore_IJ98_2_1_1.fq.gz	ore_IJ98_2_1_2.fq.gz		ore_IJ98_2_1	ore_IJ98_2_1	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_2_1.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_2_1.vcf.gz	ore_IJ98_2_1
ore_IJ98_2_2	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	IJ98_2_2_1.fq.gz,IJ98_2_2_FKDN230534284-1A_22CNGKLT3_L5_1.fq.gz,IJ98_2_2_FKDN230534284-1A_22GJHKLT3_L3_1.fq.gz	IJ98_2_2_2.fq.gz,IJ98_2_2_FKDN230534284-1A_22CNGKLT3_L5_2.fq.gz,IJ98_2_2_FKDN230534284-1A_22GJHKLT3_L3_2.fq.gz		IJ98_2_2	ore_IJ98_2_2	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_2_2.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_2_2.vcf.gz	ore_IJ98_2_2
ore_IJ98_2_3	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	ore_IJ98_2_3_1.fq.gz	ore_IJ98_2_3_2.fq.gz		ore_IJ98_2_3	ore_IJ98_2_3	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_2_3.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_2_3.vcf.gz	ore_IJ98_2_3
ore_IJ98_2_4	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	ore_IJ98_2_4_1.fq.gz	ore_IJ98_2_4_2.fq.gz		ore_IJ98_2_4	ore_IJ98_2_4	/QRISdata/Q6151/6_gvcf/4_An_oreios/1_gvcf	ore_IJ98_2_4.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	ore_IJ98_2_4.vcf.gz	ore_IJ98_2_4
punBO-25-1-OB99	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	punBO-25-1-OB99_1.fastq.gz	punBO-25-1-OB99_2.fastq.gz		punBO-25-1-OB99	pun_BO-25-1-OB99	/QRISdata/Q3833/Luke/HaplotypeCaller/mac_05_22	pun_BO-25-1-OB99.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	pun_BO-25-1-OB99.vcf.gz	pun_BO-25-1-OB99
pun-SI98-12-2	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	punSI98-12-2_1.fastq.gz	punSI98-12-2_2.fastq.gz		punSI98-12-2	pun_SI98-12-2	/QRISdata/Q3833/Luke/HaplotypeCaller/mac_05_22	pun_SI98-12-2.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	pun_SI98-12-2.vcf.gz	pun_SI98-12-2
pun-SI98-21-1	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	punSI98-21-1_1.fastq.gz	punSI98-21-1_2.fastq.gz		punSI98-21-1	pun_SI98-21-1	/QRISdata/Q3833/Luke/HaplotypeCaller/mac_05_22	pun_SI98-21-1.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	pun_SI98-21-1.vcf.gz	pun_SI98-21-1
pun_SI98-8-2	/QRISdata/Q6151/2_fastqc/3_PhD_rawdata	pun-SI98-8-2_1.fastq.gz	pun-SI98-8-2_2.fastq.gz		pun-SI98-8-2	pun_SI98-8-2	/QRISdata/Q3833/Luke/HaplotypeCaller/mac_05_22	pun_SI98-8-2.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	pun_SI98-8-2.vcf.gz	pun_SI98-8-2
pun-SI98-13-1	/QRISdata/Q3833/Raw_data/05_2022_Macrogen	pun-SIWP98-13-1_1.fastq.gz			pun-SIWP98-13-1	pun_SIWP98-13-1	/QRISdata/Q3833/Luke/HaplotypeCaller/mac_05_22	pun_SIWP98-13-1.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	pun_SIWP98-13-1.vcf.gz	pun_SIWP98-13-1
pun	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	pun_1.fastq.gz	pun_2.fastq.gz		pun	pun	/QRISdata/Q6151/6_gvcf/8_An_punctulatus/1_gvcf	pun.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	pun.vcf.gz	pun
SL213	Por_52_1.fq.gz, Por_NT_52_FKDN230534310-1A_22CNGKLT3_L5_1.fq.gz	SL213_1.fastq.gz	SL213_2.fastq.gz		SL213	SL213	/QRISdata/Q3833/Luke/HaplotypeCaller/farauti	SL213.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	SL213.vcf.gz	SL213
SL214	/QRISdata/Q3833/Raw_data/RAW/farauti	SL214_1.fastq.gz	SL214_2.fastq.gz		SL214	SL214	/QRISdata/Q3833/Luke/HaplotypeCaller/farauti	SL214.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	SL214.vcf.gz	SL214
SL218	/QRISdata/Q3833/Raw_data/RAW/farauti	SL218_1.fastq.gz	SL218_2.fastq.gz		SL218	SL218	/QRISdata/Q3833/Luke/HaplotypeCaller/farauti	SL218.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	SL218.vcf.gz	SL218
SL222	/QRISdata/Q3833/Raw_data/RAW/farauti	SL222_1.fastq.gz	SL222_2.fastq.gz		SL222	SL222	/QRISdata/Q3833/Luke/HaplotypeCaller/farauti	SL222.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	SL222.vcf.gz	SL222
SL226	/QRISdata/Q3833/Raw_data/RAW/farauti	SL226_1.fastq.gz	SL226_2.fastq.gz		SL226	SL226	/QRISdata/Q3833/Luke/HaplotypeCaller/farauti	SL226.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	SL226.vcf.gz	SL226
tor_NT_Ala_3a	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	Ala_NT_3a_1.fq.gz,Ala_NT_3a_FKDN230534302-1A_22CNGKLT3_L5_1.fq.gz	Ala_NT_3a_2.fq.gz,Ala_NT_3a_FKDN230534302-1A_22CNGKLT3_L5_2.fq.gz		Ala_NT_3a	tor_NT_Ala_3a	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Ala_3a.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Ala_3a.vcf.gz	tor_NT_Ala_3a
tor_NT_Ala_4a	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	Ala_NT_4a_1.fq.gz,Ala_NT_4a_FKDN230534303-1A_22CNGKLT3_L5_1.fq.gz	Ala_NT_4a_2.fq.gz,Ala_NT_4a_FKDN230534303-1A_22CNGKLT3_L5_2.fq.gz		Ala_NT_4a	tor_NT_Ala_4a	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Ala_4a.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Ala_4a.vcf.gz	tor_NT_Ala_4a
tor_NT_Aly_1	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	Aly_NT_1_1.fq.gz,Aly_NT_1_FKDN230534294-1A_22CNGKLT3_L5_1.fq.gz	Aly_NT_1_2.fq.gz,Aly_NT_1_FKDN230534294-1A_22CNGKLT3_L5_2.fq.gz		Aly_NT_1	tor_NT_Aly_1	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Aly_1.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Aly_1.vcf.gz	tor_NT_Aly_1
tor_Aly_NT_1a	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/GI31_6	tor_Aly_NT_1a_1.fq.gz	tor_Aly_NT_1a_2.fq.gz		tor_Aly_NT_1a	tor_NT_Aly_1a	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Aly_1a.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Aly_1a.vcf.gz	tor_NT_Aly_1a
tor_NT_Aly_2	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	tor_NT_Aly_2_1.fq.gz	tor_NT_Aly_2_2.fq.gz		tor_NT_Aly_2	tor_NT_Aly_2	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Aly_2.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Aly_2.vcf.gz	tor_NT_Aly_2
tor_NT_Aly_2a	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	tor_NT_Aly_2a_1.fq.gz	tor_NT_Aly_2a_2.fq.gz		tor_NT_Aly_2a	tor_NT_Aly_2a	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Aly_2a.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Aly_2a.vcf.gz	tor_NT_Aly_2a
tor_NT_Aly_3	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	tor_NT_Aly_3_1.fq.gz	tor_NT_Aly_3_2.fq.gz		tor_NT_Aly_3	tor_NT_Aly_3	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Aly_3.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Aly_3.vcf.gz	tor_NT_Aly_3
tor_NT_Aly_4	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	Aly_NT_4_1.fq.gz,Aly_NT_4_FKDN230534297-1A_22CNGKLT3_L5_1.fq.gz	Aly_NT_4_2.fq.gz,Aly_NT_4_FKDN230534297-1A_22CNGKLT3_L5_2.fq.gz		Aly_NT_4	tor_NT_Aly_4	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Aly_4.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Aly_4.vcf.gz	tor_NT_Aly_4
tor_NT_Aly_5	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	tor_NT_Aly_5_1.fq.gz	tor_NT_Aly_5_2.fq.gz		tor_NT_Aly_5	tor_NT_Aly_5	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Aly_5.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Aly_5.vcf.gz	tor_NT_Aly_5
tor_NT_Aly_7	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	Aly_NT_7_1.fq.gz,Aly_NT_7_FKDN230534299-1A_22CNGKLT3_L5_1.fq.gz	Aly_NT_7_2.fq.gz,Aly_NT_7_FKDN230534299-1A_22CNGKLT3_L5_2.fq.gz		Aly_NT_7	tor_NT_Aly_7	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_NT_Aly_7.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_NT_Aly_7.vcf.gz	tor_NT_Aly_7
tor_wQLD_Por_12	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	Por_NT_12_1.fq.gz,Por_NT_12_FKDN230534311-1A_22CNGKLT3_L5_1.fq.gz	Por_NT_12_2.fq.gz,Por_NT_12_FKDN230534311-1A_22CNGKLT3_L5_2.fq.gz		Por_NT_12	tor_wQLD_Por_12	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_wQLD_Por_12.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_wQLD_Por_12.vcf.gz	tor_wQLD_Por_12
tor_wQLD_Por_13	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	tor_wQLD_Por_13_1.fq.gz	tor_wQLD_Por_13_2.fq.gz		tor_wQLD_Por_13	tor_wQLD_Por_13	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_wQLD_Por_13.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_wQLD_Por_13.vcf.gz	tor_wQLD_Por_13
tor_wQLD_Por_19	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	tor_wQLD_Por_19_1.fq.gz	tor_wQLD_Por_19_2.fq.gz		tor_wQLD_Por_19	tor_wQLD_Por_19	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_wQLD_Por_19.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_wQLD_Por_19.vcf.gz	tor_wQLD_Por_19
tor_wQLD_Por_27	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	Por_27_1.fq.gz,Por_27_FKDN230534314-1A_22CNGKLT3_L5_1.fq.gz	Por_27_2.fq.gz,Por_27_FKDN230534314-1A_22CNGKLT3_L5_2.fq.gz		Por_27	tor_wQLD_Por_27	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_wQLD_Por_27.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_wQLD_Por_27.vcf.gz	tor_wQLD_Por_27
tor_wQLD_Por_40	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	Por_40_1.fq.gz,Por_40_FKDN230534315-1A_22CNGKLT3_L5_1.fq.gz	Por_40_2.fq.gz,Por_40_FKDN230534315-1A_22CNGKLT3_L5_2.fq.gz		Por_40	tor_wQLD_Por_40	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_wQLD_Por_40.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_wQLD_Por_40.vcf.gz	tor_wQLD_Por_40
tor_wQLD_Por_50	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Original_data	tor_wQLD_Por_50_1.fq.gz	tor_wQLD_Por_50_2.fq.gz		tor_wQLD_Por_50	tor_wQLD_Por_50	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_wQLD_Por_50.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_wQLD_Por_50.vcf.gz	tor_wQLD_Por_50
tor_wQLD_Por_52	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	Por_52_2.fq.gz, Por_NT_52_FKDN230534310-1A_22CNGKLT3_L5_2.fq.gz			tor_wQLD_Por_52	tor_wQLD_Por_52	/QRISdata/Q6151/6_gvcf/6_An_torresiensis/1_gvcf	tor_wQLD_Por_52.g.vcf.gz	/QRISdata/Q6151/dennistpw/far_hin_1.x/genotyped_vcf	tor_wQLD_Por_52.vcf.gz	tor_wQLD_Por_52
